rcn,id,acronym,status,programme,topics,title,startDate,endDate,projectUrl,objective,totalCost,ecMaxContribution,Coordinator,WikiCoordinator,coordinatorCountry,WikiCountry,participants,participantCountries
199137,688269,TELMI,SIGNED,H2020-EU.2.1.1.,ICT-20-2015,Technology Enhanced Learning of Musical Instrument Performance,2016-02-01T00:00:00Z,2019-01-31T00:00:00Z,http://telmi.upf.edu/,Learning to play a musical instrument is mostly based on the master-apprentice model in which the students interaction and socialization is often restricted to short and punctual contact with the teacher followed by long periods of self-study resulting in high abandonment rates,2617425,2617425,Pompeu Fabra University,http://www.wikidata.org/entity/Q24543,Spain,http://www.wikidata.org/entity/Q29,ROYAL COLLEGE OF MUSIC-SAICO INTELLIGENCE S.L.-UNIVERSITA DEGLI STUDI DI GENOVA-HIGHSKILLZ LIMITED,UK-ES-IT
195686,658917,MANGANOXI,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,The development of manganese-based alkene epoxidation cis-dihydroxylation and alkane C-H oxidation catalysts,2015-09-01T00:00:00Z,2017-08-31T00:00:00Z,http://www.sbcs.qmul.ac.uk/staff/mikewatkinson.html,The catalytic oxidation of alkenes to give epoxides and syn-diols as well as the hydroxylation of C-H bonds in alkanes using environmentally benign reagents and conditions remains an area of significant challenge in contemporary synthetic chemistry and highly effective catalytic systems remains elusive,195454.8,195454.8,Queen Mary University of London,http://www.wikidata.org/entity/Q195668,United Kingdom,http://www.wikidata.org/entity/Q145,,
210902,715069,FINDER,SIGNED,H2020-EU.1.1.,ERC-2016-STG,Fossil Fingerprinting and Identification of New Denisovan remains from Pleistocene Asia,2017-06-01T00:00:00Z,2022-05-31T00:00:00Z,http://www.finderc.org,Scientific analyses of ancient biomolecules (proteins DNA hard tissues) have transformed our knowledge of archaic hominins present in Eurasia prior to the expansion of modern humans from Africa,1999292,1999292,Max Planck Society,http://www.wikidata.org/entity/Q158085,Germany,http://www.wikidata.org/entity/Q183,,
215014,790531,Host Sweet Home,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2017,Unravelling the mechanisms that allow endosymbionts to make themselves at home within hosts from transfer to transit.,2018-10-01T00:00:00Z,2021-10-31T00:00:00Z,http://www.anneduplouy.net,Endosymbiotic bacteria are usually not infectious they have been thought to exclusively transfer vertically from the host mother to her offspring,185857.2,185857.2,Lund University,http://www.wikidata.org/entity/Q218506,Sweden,http://www.wikidata.org/entity/Q34,,
202774,702296,MIGROPOLIS,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2015-EF,Renaissance Migropolis: Mobility Migration and the Politics of Reception in Venice (ca. 1450-1650),2016-10-01T00:00:00Z,2019-02-17T00:00:00Z,https://www.eui.eu/DepartmentsAndCentres/HistoryAndCivilization/People/Fellows/Profiles/Salzberg,This project aims to provide an invaluable new perspective on the motives practices and consequences of migration in European history by examining one of the most dynamic and cosmopolitan of past urban societies: Renaissance Venice (ca,172477.2,172477.2,European University Institute,http://www.wikidata.org/entity/Q1378099,Italy,http://www.wikidata.org/entity/Q38,,
209007,750460,ISONEO,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2016,Isotopic evidence for diet and mobility during the Neolithic transition to farming in the Near East,2017-10-01T00:00:00Z,2019-10-31T00:00:00Z,https://isoneo.wordpress.com/,The Neolithic transition represents perhaps the most significant development in human history,195454.8,195454.8,Durham University,http://www.wikidata.org/entity/Q458393,United Kingdom,http://www.wikidata.org/entity/Q145,,
195724,659123,MOLMAG,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,New Spin for Molecular Magnets,2015-08-31T00:00:00Z,2017-08-30T00:00:00Z,https://www.jyu.fi/kemia/en/research/main-group-chemistry/personnel/dr-aaron-mailman,One of the next great challenges facing Europe is the development of new materials that reduce our dependence on critical metals such as rare earth elements (REEs),191325.6,191325.6,University of Jyväskylä,http://www.wikidata.org/entity/Q578326,Finland,http://www.wikidata.org/entity/Q33,,
195962,660528,distraction,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Distraction as a Philosophical Concept and a Stylistic Device in France and Italy.17th-19th Centuries,2015-09-01T00:00:00Z,2017-08-31T00:00:00Z,http://www.mesmer.it/,The proposed research challenges and reassesses the historical development of distraction in its philosophical and literary implications,183454.8,183454.8,University of Warwick,http://www.wikidata.org/entity/Q865528,United Kingdom,http://www.wikidata.org/entity/Q145,,
200704,677758,CREWS,SIGNED,H2020-EU.1.1.,ERC-StG-2015,Contexts of and Relations between Early Writing Systems,2016-04-01T00:00:00Z,2021-03-31T00:00:00Z,https://crewsproject.wordpress.com/,Contexts of and Relations between Early Writing Systems This project takes an innovative and interdisciplinary approach to the history of writing redressing lingering problems that have hampered previous research and developing new methodologies for studying scripts and their social context,1472519,1472519,University of Cambridge,http://www.wikidata.org/entity/Q35794,United Kingdom,http://www.wikidata.org/entity/Q145,,
195163,655732,WhereWolf,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,The history of wolves and their contribution to adaptation and phenotypic diversity in dogs,2016-09-01T00:00:00Z,2018-08-31T00:00:00Z,http://sites.google.com/view/wherewolf,The resurgence of the gray wolf in Europe and its re-emergence in northern Europe including Denmark makes this an ideal time to study the wolf populations and their relationships to dogs,200194.8,200194.8,University of Copenhagen,http://www.wikidata.org/entity/Q186285,Denmark,http://www.wikidata.org/entity/Q35,,
195440,657370,PATH,SIGNED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Pathways to Heritage: Community heritage and  the archaeology of movement in the Adelphi Forest Cyprus,2016-09-01T00:00:00Z,2018-10-01T00:00:00Z,https://www.gla.ac.uk/schools/humanities/research/archaeologyresearch/projects/pathwaysadelphi/,PATH is an exploration of heritage viewed as an active process where the past is remade in the present,183454.8,183454.8,University of Glasgow,http://www.wikidata.org/entity/Q192775,United Kingdom,http://www.wikidata.org/entity/Q145,,
204467,683033,SFS,SIGNED,H2020-EU.1.1.,ERC-CoG-2015,Situating Free Speech: European parrhesias in comparative perspective,2016-06-01T00:00:00Z,2021-11-30T00:00:00Z,https://www.riskingspeech.socanth.cam.ac.uk/,Recent tragic events in France and Denmark and the debates and reactions which have followed them have once again brought centre stage enduring questions surrounding free speech in contemporary Europe: when and how can speech be free? With what consequences? Why and how does this come to matter differently to people in particular social and historical contexts? And what if anything is distinctive about Europe in this regard? Free speech has long been a topic that has attracted extensive and sustained theoretical attention definition and critical discussion in the fields of legal studies philosophy and political science,1954606,1954606,University of Cambridge,http://www.wikidata.org/entity/Q35794,United Kingdom,http://www.wikidata.org/entity/Q145,,
194499,647351,ChronHib,SIGNED,H2020-EU.1.1.,ERC-CoG-2014,Chronologicon Hibernicum â€“ A Probabilistic Chronological Framework for Dating Early Irish Language Developments and Literature,2015-09-01T00:00:00Z,2020-08-31T00:00:00Z,https://www.maynoothuniversity.ie/chronologiconhibernicum,Early Medieval Irish literature (7thâ€“10th centuries) is vast in extent and rich in genres but owing to its mostly anonymous transmission for most texts the precise time and circumstances of composition are unknown,1804229.62,1804229.62,Maynooth University,http://www.wikidata.org/entity/Q2601879,Ireland,http://www.wikidata.org/entity/Q27,,
195260,656377,Transnat_farright,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Transnational nationalism. Far-Right Nationalist Groups in East Central Europe in the 20th and 21st centuries,2015-10-01T00:00:00Z,2018-06-01T00:00:00Z,https://iog.univie.ac.at/ueber-uns/personal/research-fellows-und-projektmitarbeiter/agnieszka-pasieka/,The project will study networks of youth far-right nationalist organizations in East Central Europe paying particular attention to the developments in Austria Croatia Hungary and Poland,178156.8,178156.8,University of Vienna,http://www.wikidata.org/entity/Q165980,Austria,http://www.wikidata.org/entity/Q40,,
195343,656853,Symbiosis,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Bacterial leaf symbiosis: what environmental factors influence it and does it drive host plant speciation,2016-01-01T00:00:00Z,2017-12-31T00:00:00Z,http://evogenomics.ku.dk/da/plant_evolutionary_interactions/brecht/,Virtually all plants interact with endosymbiotic microorganisms that inhabit various plant organs,212194.8,212194.8,University of Copenhagen,http://www.wikidata.org/entity/Q186285,Denmark,http://www.wikidata.org/entity/Q35,,
203218,677200,Immune Regulation,SIGNED,H2020-EU.1.1.,ERC-StG-2015,How Infection History Shapes the Immune System: Pathogen-induced Changes in Regulatory T Cells,2016-06-01T00:00:00Z,2022-05-31T00:00:00Z,http://www.immunology.uzh.ch/en/researchunit/immuneregulation.html,Studying host-pathogen interactions by focusing on the interaction of a single pathogen with the host has defined our understanding of these events and the insights gained form the basis for the therapeutic and vaccination strategies we use today,1499755,1499755,University of Zurich,http://www.wikidata.org/entity/Q206702,Switzerland,http://www.wikidata.org/entity/Q39,,
194959,654294,TentaclesOfVenom,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Unravelling the enigmatic origin of venom secreting cells in sea anemone,2015-05-01T00:00:00Z,2017-04-30T00:00:00Z,http://www.toxickartik.com,Evolution of venom natures most complex cocktail has underpinned the predatory success of venomous animals,182509.2,182509.2,Hebrew University of Jerusalem,http://www.wikidata.org/entity/Q174158,Israel,http://www.wikidata.org/entity/Q801,,
214121,793212,PROTECTNICHE,TERMINATED,H2020-EU.1.3.2.,MSCA-IF-2017,Understanding the role of intrinsic and extrinsic drivers of loss in species niches to inform conservation planning under climate change,2019-02-01T00:00:00Z,2021-01-31T00:00:00Z,https://morenodimarco.wixsite.com/research/protectniche,The extinction of species is the most alarming consequence of global biodiversity decline with potential dramatic effects on our economy and well-being,180277.2,180277.2,Sapienza University of Rome,http://www.wikidata.org/entity/Q209344,Italy,http://www.wikidata.org/entity/Q38,,
197898,660337,MAFRI,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Molecular Ancient Fish Remains Identification,2016-06-09T00:00:00Z,2018-06-08T00:00:00Z,http://www.fish-n-ships.palaeome.org,One main issue facing fisheries management is uncertainty regarding how fish populations will respond to changes in fishers behaviour or the environment,195454.8,195454.8,University of York,http://www.wikidata.org/entity/Q967165,United Kingdom,http://www.wikidata.org/entity/Q145,,
200933,701275,REQUE 2,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2015-EF,The 4th Geneva Conventionâ€™s Drafting History as the origin of the Responsibility to Protect (R2P) and Duty to Prevent (D2P).,2016-09-01T00:00:00Z,2018-08-31T00:00:00Z,http://www.dsg.univr.it/,The objective of this project is to uncover the source materials of current humanitarian norms (Responsibility to Protect and Duty to Prevent) within the first and most important tool of International Humanitarian Law â€“ the 4th Geneva Convention for the Protection of Civilians (1949),180277.2,180277.2,University of Verona,http://www.wikidata.org/entity/Q2531629,Italy,http://www.wikidata.org/entity/Q38,,
195635,658645,S4ILS,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-GF,Solar Sailing for Space Situational Awareness In the Lunar System,2015-08-08T00:00:00Z,2018-02-07T00:00:00Z,http://staff.tudelft.nl/en/M.J.Heiligers/,Solar Sailing for Space Situational Awareness In the Lunar System (S4ILS) will deliver radically new orbits in space by exploiting the potential of solar sailing an exciting new type of spacecraft propulsion,202897.2,202897.2,Delft University of Technology,http://www.wikidata.org/entity/Q752663,Kingdom of the Netherlands,http://www.wikidata.org/entity/Q29999,,
203531,710059,PRISMA,CLOSED,H2020-EU.5.f.,GARRI-2-2015,Piloting RRI in Industry: a roadmap for tranSforMAtive technologies,2016-08-01T00:00:00Z,2019-07-31T00:00:00Z,http://www.rri-prisma.eu/,There is now only limited experience with RRI in industry and there is also limited evidence of the added value of opening up the innovation process in industry for social engagement and gender considerations,1708096.25,1708095,Delft University of Technology,http://www.wikidata.org/entity/Q752663,Kingdom of the Netherlands,http://www.wikidata.org/entity/Q29999,ASSOCIAZIONE ITALIANA PER LA RICERCA INDUSTRIALE - AIRI-RIJKSINSTITUUT VOOR VOLKSGEZONDHEID EN MILIEU-KARLSRUHER INSTITUT FUER TECHNOLOGIE-THE UNIVERSITY OF WARWICK,IT-NL-DE-UK
202145,702257,COLEDISO,SIGNED,H2020-EU.1.3.2.,MSCA-IF-2015-EF,Corporate Legitimacy in Digital Society: The Role of Citizensâ€™ Judgments in Social Media,2016-07-15T00:00:00Z,2018-07-14T00:00:00Z,http://www.cass.city.ac.uk/faculty-and-research/experts/michael-etter,Corporate legitimacy defined as the social acceptance of corporate behaviour is constructed through a process of public deliberation,195454.8,195454.8,"City, University of London",http://www.wikidata.org/entity/Q1094046,United Kingdom,http://www.wikidata.org/entity/Q145,,
204438,679010,STATLEARN,SIGNED,H2020-EU.1.1.,ERC-StG-2015,The reading brain as a statistical learning machine,2016-09-01T00:00:00Z,2021-08-31T00:00:00Z,https://lrlac.sissa.it/projects/statistical-learning-and-reading,Despite written language is not part of our genetic endowment literate adults process an impressive amount of information as they read and do that extremely flawlessly and nearly error-free,1498210,1498210,International School for Advanced Studies,http://www.wikidata.org/entity/Q2424299,Italy,http://www.wikidata.org/entity/Q38,,
195687,658926,BilMemBrain,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,When language meets memory: the role of language exposure in semantic- episodic memory interaction in bilinguals,2015-10-01T00:00:00Z,2017-09-30T00:00:00Z,http://www.bcbl.eu,Understanding the implications of the level a language use in how we remember our past is a challenging and relevant goal in our growing bilingual world,158121.6,158121.6,"Basque Center on Cognition, Brain and Language",http://www.wikidata.org/entity/Q20021338,Spain,http://www.wikidata.org/entity/Q29,,
201082,702895,TRIA,TERMINATED,H2020-EU.1.3.2.,MSCA-IF-2015-EF,Transitivity in Indo-Aryan: A diachronic syntactic data base of valence-changing categories,2017-02-01T00:00:00Z,2019-01-31T00:00:00Z,https://sites.google.com/view/tria-project/home,The proposed project aims at combining quantitative corpus based research with qualitative research on language typology and language change,180277.2,180277.2,University of Pavia,http://www.wikidata.org/entity/Q219317,Italy,http://www.wikidata.org/entity/Q38,,
204718,681296,CLASS,SIGNED,H2020-EU.1.1.,ERC-CoG-2015,Cross-Linguistic Acquisition of Sentence Structure: Integrating Experimental and Computational Approaches,2016-09-01T00:00:00Z,2021-02-28T00:00:00Z,http://pcwww.liv.ac.uk/,How children acquire their native language remains one of the key unsolved problems in Cognitive Science,1600000,1600000,University of Liverpool,http://www.wikidata.org/entity/Q499510,United Kingdom,http://www.wikidata.org/entity/Q145,THE UNIVERSITY OF STIRLING-THE HEBREW UNIVERSITY OF JERUSALEM-UNIVERSIDAD DEL VALLE DE GUATEMALA-UNIVERSITY OF STRATHCLYDE,UK-IL-GT
195196,655954,SLUW,SIGNED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,A computer-aided study of the Luwian (morpho-)syntax,2015-06-01T00:00:00Z,2017-05-31T00:00:00Z,http://luwiansyntax.info,The present project aims at analysing the morpho-syntactical features of the Luwian language working on the available texts and combining a standard linguistic analysis with the implementation of a statistical analysis of the annotated corpus,180277.2,180277.2,University of Verona,http://www.wikidata.org/entity/Q2531629,Italy,http://www.wikidata.org/entity/Q38,,
195205,656044,ClauSeInTEL,SIGNED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Clausal Selection: Integrating Theoretical with Experimental Linguistics,2015-09-01T00:00:00Z,2017-08-31T00:00:00Z,https://sites.google.com/site/clauseintel/,The nature of the relationship between a verb and its grammatical dependents is an ancient question in linguistics tracing back to Aristotelian notions of the subject-predicate relation,183454.8,183454.8,Queen Mary University of London,http://www.wikidata.org/entity/Q195668,United Kingdom,http://www.wikidata.org/entity/Q145,,
195038,655034,EXPRESSIONARRATION,SIGNED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Narration linguistic expression and discourse structure: explorations of orality in Occitan and French,2016-04-01T00:00:00Z,2018-03-31T00:00:00Z,https://zenodo.org/record/1451753,This project is an exploration of the linguistic complexities around the concept of orality as attested in different expressions of oral narrative in Occitan and French,195454.8,195454.8,Queen's University Belfast,http://www.wikidata.org/entity/Q877925,United Kingdom,http://www.wikidata.org/entity/Q145,,
200984,701836,UnRi,SIGNED,H2020-EU.1.3.2.,MSCA-IF-2015-EF,Understanding the discourse-semantic shift towards risk in the UK and Germany,2016-07-01T00:00:00Z,2018-12-30T00:00:00Z,http://cass.lancs.ac.uk/cass-projects/understanding-the-discourse-semantic-shift-towards-risk-a-corpus-sociology/,This project aims to advance our understanding of the forces that have driven the proliferation of risk discourses in the UK and Germany since World War Two,195454.8,195454.8,University of Lancaster,http://www.wikidata.org/entity/Q262854,United Kingdom,http://www.wikidata.org/entity/Q145,,
208784,714615,MobileDeaf,SIGNED,H2020-EU.1.1.,ERC-2016-STG,Deaf mobilities across international borders: Visualising intersectionality and translanguaging,2017-04-01T00:00:00Z,2022-03-31T00:00:00Z,http://mobiledeaf.org.uk,Deaf signers international mobilities are rapidly increasing,1499985,1499985,Heriot-Watt University,http://www.wikidata.org/entity/Q1610024,United Kingdom,http://www.wikidata.org/entity/Q145,,
199158,688014,L2TOR,CLOSED,H2020-EU.2.1.1.,ICT-20-2015,Second Language Tutoring using Social Robots,2016-01-01T00:00:00Z,2018-12-31T00:00:00Z,http://www.l2tor.eu,The L2TOR project capitalises on recent developments in human-robot interaction in which the use of social robots is explored in the context of teaching and tutoring,3042565,3042562,University of Plymouth,http://www.wikidata.org/entity/Q1711558,United Kingdom,http://www.wikidata.org/entity/Q145,KOC UNIVERSITY-STICHTING KATHOLIEKE UNIVERSITEIT BRABANT-UNIVERSITEIT UTRECHT-QBMT-UNIVERSITAET BIELEFELD-SOFTBANK ROBOTICS EUROPE,TR-NL-BE-DE-FR
196029,661007,ProLeMAS,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,ProLeMAS: PROcessing LEgal language in normative Multi-Agent Systems,2015-06-01T00:00:00Z,2017-05-31T00:00:00Z,http://www.liviorobaldo.com/prolemas.html,Existing technologies usually represent norms as formal rules involving deontic operators,160800,160800,University of Luxembourg,http://www.wikidata.org/entity/Q59668,Luxembourg,http://www.wikidata.org/entity/Q32,,
209235,746909,EUEaPRU,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2016,Strategic U-Turns between the EU and Russia: Explanatory Prospects of Prospect Theory,2018-03-01T00:00:00Z,2020-02-29T00:00:00Z,http://www.sergiubuscaneanu.com,The project attempts to test the potential of prospect theory in explaining the strategic choices of countries located in the common neighbourhood between the European Union (EU) and Russia,195454.8,195454.8,King's College London,http://www.wikidata.org/entity/Q245247,United Kingdom,http://www.wikidata.org/entity/Q145,,
209851,754446,Athenea3I,SIGNED,H2020-EU.1.3.4.,MSCA-COFUND-2016,Attracting and Encouraging Triple I Talent Mobility,2017-10-01T00:00:00Z,2022-09-30T00:00:00Z,https://athenea3i.ugr.es/,Athenea3I is an innovative regional wake-up call focused on attracting highly talented researchers to Granada (Andalusia region Spain) in order to benefit their research career with International Interdisciplinary and Intersectorial opportunities,4248000,2124000,University of Granada,http://www.wikidata.org/entity/Q1232180,Spain,http://www.wikidata.org/entity/Q29,,
193237,633485,SafetyCube,CLOSED,H2020-EU.3.4.,MG-3.4-2014,Safety CaUsation Benefits and Efficiency,2015-05-01T00:00:00Z,2018-04-30T00:00:00Z,http://www.safetycube-project.eu/,The objective of SafetyCube is to develop an innovative road safety Decision Support System (DSS) that will enable policy-makers and stakeholders to select and implement the most appropriate strategies measures and cost-effective approaches to reduce casualties of all road user types and all severities,5790111.25,5790111.25,Loughborough University,http://www.wikidata.org/entity/Q1434547,United Kingdom,http://www.wikidata.org/entity/Q145,CENTRE EUROPEEN D'ETUDES DE SECURITE ET D'ANALYSE DES RISQUESC.E.E.S.A.R.ET D'ANALYSE DES RISQUES-KURATORIUM FUER VERKEHRSSICHERHEIT-GIE DE RECHERCHES ET D'ETUDES PSA RENAULT-FUNDACION CIDAUT-STICHTING WETENSCHAPPELIJK ONDERZOEK VERKEERSVEILIGHEID-JAVNA AGENCIJA REPUBLIKE SLOVENIJE ZA VARNOST PROMETA-NATIONAL TECHNICAL UNIVERSITY OF ATHENS - NTUA-DEKRA AUTOMOBIL GMBH-MEDIZINISCHE HOCHSCHULE HANNOVER-TRANSPORTOKONOMISK INSTITUTT-VIAS INSTITUTE-EUROPEAN UNION ROAD FEDERATION-UNIVERSITE GUSTAVE EIFFEL-Agencia de Salut Publica de Barcelona-UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA-CHALMERS TEKNISKA HOEGSKOLA AB,FR-AT-ES-NL-SI-EL-DE-NO-BE-IT-SE
201337,705518,RESTRIVIR,SIGNED,H2020-EU.1.3.2.,MSCA-IF-2015-EF,Characterization of a novel mechanism restricting virus infection in reproductive tissues,2016-04-01T00:00:00Z,2018-03-31T00:00:00Z,http://ibmc-m3i.cnrs.fr/en/research-groups/antiviral-immunity/,Like mammals insects are infected by many viruses,185076,185076,Comité national de la recherche scientifique,http://www.wikidata.org/entity/Q52322152,France,http://www.wikidata.org/entity/Q142,,
212049,752595,ESEMT,TERMINATED,H2020-EU.1.3.2.,MSCA-IF-2016,DETERMINING THE FUNCTIONAL CONSEQUENCES OF TRANSCRIPTIONAL ENHANCER ACTIVATION ON ALTERNATIVE SPLICING DURING EMT,2017-10-01T00:00:00Z,2019-09-30T00:00:00Z,https://www.igh.cnrs.fr/en/research/departments/genome-dynamics/22-chromatin-and-splicing,Alternative splicing (AS) is a highly regulated process that is essential for creating the protein diversity required for correct cell-type specification,185076,185076,Comité national de la recherche scientifique,http://www.wikidata.org/entity/Q52322152,France,http://www.wikidata.org/entity/Q142,,
202839,703613,DSMM,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2015-EF,(De) Securitising Muslims in Cyber space: Social Media Civil society and Marginalisation After Charlie Hebdo and the Islamic State,2016-10-01T00:00:00Z,2018-09-30T00:00:00Z,http://lames.cnrs.fr/spip.php,DSMM proposes a two-year fellowship at the CNRS in Aix-en-Provence France with a six month secondment at the School of Oriental and African Studies in London UK,173076,173076,Comité national de la recherche scientifique,http://www.wikidata.org/entity/Q52322152,France,http://www.wikidata.org/entity/Q142,,
193620,639052,Nano Harvest,SIGNED,H2020-EU.1.1.,ERC-StG-2014,Flexible nanowire devices for energy harvesting,2015-04-01T00:00:00Z,2021-03-31T00:00:00Z,http://nanophotonit.ief.u-psud.fr/Nanophotonit/NanoHarvest_ERC_Project.html,The goal of NanoHarvest is to explore novel solutions for flexible photovoltaic and piezoelectric converters enabled by semiconductor nanowires,1496571.25,1496571.25,Comité national de la recherche scientifique,http://www.wikidata.org/entity/Q52322152,France,http://www.wikidata.org/entity/Q142,,
208105,724480,EXSEED,SIGNED,H2020-EU.1.1.,ERC-2016-COG,Extreme-Light Seeded Control of Ultrafast Laser Material Modifications,2017-05-01T00:00:00Z,2022-04-30T00:00:00Z,http://lp3.fr/exseed/,High-peak power compact femtosecond lasers allow strong-field interactions that are the basis for high-precision laser micro-fabrication,1833406,1833406,Comité national de la recherche scientifique,http://www.wikidata.org/entity/Q52322152,France,http://www.wikidata.org/entity/Q142,,
219804,789111,EvolvingEconomics,SIGNED,H2020-EU.1.1.,ERC-2017-ADG,Human motivation: evolutionary foundations and their implications for economics,2019-01-01T00:00:00Z,2023-12-31T00:00:00Z,https://ingelaalger.weebly.com/erc-grant.html,Economics provides decision-makers with powerful tools to analyse a wide range of issues,1550891.25,1550891.25,Comité national de la recherche scientifique,http://www.wikidata.org/entity/Q52322152,France,http://www.wikidata.org/entity/Q142,,
209073,753124,NanoAID,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2016,Advanced In-situ Techniques for the Development of Metal Oxide Nanostructures.,2017-04-01T00:00:00Z,2019-03-31T00:00:00Z,https://lnce.epfl.ch/,Complex metal oxides (MO) are the center of interest in a range of fields with one of the most exciting applications being artificial photosynthesis,187419.6,187419.6,École polytechnique fédérale de Lausanne,http://www.wikidata.org/entity/Q262760,Switzerland,http://www.wikidata.org/entity/Q39,,
204729,681663,Film Tourism,SIGNED,H2020-EU.1.1.,ERC-CoG-2015,Worlds of Imagination. A Comparative Study of Film Tourism in India Brazil Jamaica  South Korea and the United Kingdom.,2016-09-01T00:00:00Z,2021-11-30T00:00:00Z,http://worldsofimagination.eu,This research project focuses on film tourism: the phenomenon of people visiting locations from popular films or TV series,1908986.25,1908986.25,Erasmus University Rotterdam,http://www.wikidata.org/entity/Q633529,Kingdom of the Netherlands,http://www.wikidata.org/entity/Q29999,,
196861,648011,QuantumMagnonics,SIGNED,H2020-EU.1.1.,ERC-CoG-2014,Interfacing spin waves with superconducting quantum circuits for single magnon creation and detection,2015-06-01T00:00:00Z,2021-05-31T00:00:00Z,http://www.phi.kit.edu/weides,The proposed project will experimentally interface ferromagnets with superconducting quantum circuits to study dynamics within the magnet,1996337,1996337,University of Glasgow,http://www.wikidata.org/entity/Q192775,United Kingdom,http://www.wikidata.org/entity/Q145,KARLSRUHER INSTITUT FUER TECHNOLOGIE,DE
195729,659148,Legal Culture,SIGNED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Legal Culture under Stalinism in Poland,2016-09-01T00:00:00Z,2018-08-31T00:00:00Z,https://saxoinstitute.ku.dk/research/postdoc_projects/legal-culture-under-stalinism-in-poland/,The objective of the project is to describe the legal culture in Poland under communism on the basis of cultural texts especially films and literature,212194.8,212194.8,University of Copenhagen,http://www.wikidata.org/entity/Q186285,Denmark,http://www.wikidata.org/entity/Q35,,
195980,660648,FOMBIST,SIGNED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Fibre-Optic Multi-parametric BIochemical Sensing Technology,2015-10-12T00:00:00Z,2017-10-11T00:00:00Z,http://www.aston.ac.uk/eas/research/groups/photonics/,This project aims at developing advanced optical fibre sensing technologies for multi-parametric bio/chemical measurement urgently demanded from industry and scientific research for quality control and process study,183454.8,183454.8,Aston University,http://www.wikidata.org/entity/Q750066,United Kingdom,http://www.wikidata.org/entity/Q145,,
221516,838403,ULTIMATE,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2018,ULtra-ThIck Multi-mAterial baTtery Electrodes,2019-04-01T00:00:00Z,2021-03-31T00:00:00Z,https://www.ifm.eng.cam.ac.uk/research/nanomanufacturing/,Over the past decades significant advances have been achieved in the performance of Li-ion batteries by the development of new active materials and better understanding of energy storage and degradation mechanisms,224933.76,224933.76,University of Cambridge,http://www.wikidata.org/entity/Q35794,United Kingdom,http://www.wikidata.org/entity/Q145,,
198087,669550,Com4Com,SIGNED,H2020-EU.1.1.,ERC-ADG-2014,Collective modes in 4d-metal compounds and heterostructures,2016-01-01T00:00:00Z,2020-12-31T00:00:00Z,http://www.fkf.mpg.de/6431341/ERC-Project,Compounds of transition metals with 4d valence electrons (4d metals) play eminent roles in many areas of condensed matter physics ranging from unconventional superconductivity to oxide electronics but fundamental questions about the interplay between the spin-orbit coupling and electronic correlations at the atomic scale remain unanswered,3176850,3176850,Max Planck Society,http://www.wikidata.org/entity/Q158085,Germany,http://www.wikidata.org/entity/Q183,,
209814,751150,POLY-WITTIG,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2016,Tuning mechanical properties of elastomers with stereocontrolled Ï€-bonds using Wittig chemistry,2017-06-26T00:00:00Z,2019-06-25T00:00:00Z,https://www.dovegrouplab.com/research/stereochemistry/,Elastomer materials (or rubbers) are hugely important and widely used as a result of their ability to be deformed yet return to their original size and shape upon removal of stress,195454.81,195454.8,University of Birmingham,http://www.wikidata.org/entity/Q223429,United Kingdom,http://www.wikidata.org/entity/Q145,THE UNIVERSITY OF WARWICK,UK
195042,655075,FAST-RAP,CLOSED,H2020-EU.1.3.2.,MSCA-IF-2014-EF,Structure-function studies of the human FASTK family of mitochondrial proteins with putative novel RNA binding domains â€“ the helical FAST motifs and the small RAP domain,2015-10-01T00:00:00Z,2017-09-30T00:00:00Z,https://gorna.uw.edu.pl/en/research/projects,The purpose of this project is three-fold,134462.4,134462.4,University of Warsaw,http://www.wikidata.org/entity/Q144488,Poland,http://www.wikidata.org/entity/Q36,,
