X,Y,OBJECTID,Cuadricula,GSM_up,GSM_down,UMTS,Latitud,Longitud,Fecha,DDLat,DDLon,GSM,UMTS_1
217904.269216131,3168858.57019204,454,0,-89,-72,-104,28 36 58N,017 53 06W,2013/11/24 00:00:00+00,"28,61611N","017,88500W",GPRS y GSM,Nivel correcto
216854.345943384,3171533.89509533,455,0,-84,-79,-102,28 38 24N,017 53 47W,2013/11/24 00:00:00+00,"28,64000N","017,89639W",GPRS y GSM,Nivel correcto
217472.90176076,3172381.67865243,456,0,-84,-79,-102,28 38 52N,017 53 25W,2013/11/24 00:00:00+00,"28,64778N","017,89028W",GPRS y GSM,Nivel correcto
215355.753499288,3165808.19789364,457,0,-79,-84,-92,28 35 17N,017 54 37W,2013/11/24 00:00:00+00,"28,58806N","017,91028W",GPRS y GSM,Nivel correcto
216277.673567588,3165693.36767583,458,0,-84,-89,-94,28 35 14N,017 54 03W,2013/11/24 00:00:00+00,"28,58722N","017,90083W",GPRS y GSM,Nivel correcto
217116.570964279,3165518.99262178,459,0,-89,-79,-102,28 35 09N,017 53 32W,2013/11/24 00:00:00+00,"28,58583N","017,89222W",GPRS y GSM,Nivel correcto
218257.452709045,3165460.65647229,460,0,-94,-89,-99,28 35 08N,017 52 50W,2013/11/24 00:00:00+00,"28,58556N","017,88056W",GPRS y GSM,Nivel correcto
220872.248984275,3172453.95324379,461,0,-74,-64,-104,28 38 57N,017 51 20W,2013/11/24 00:00:00+00,"28,64917N","017,85556W",GPRS y GSM,Nivel correcto
220872.248984275,3172453.95324379,462,0,-74,-64,-104,28 38 57N,017 51 20W,2013/11/24 00:00:00+00,"28,64917N","017,85556W",GPRS y GSM,Nivel correcto
223933.328813888,3170871.39392187,463,0,-79,-84,-109,28 38 08N,017 49 26W,2013/11/24 00:00:00+00,"28,63556N","017,82389W",GPRS y GSM,Dificultad en la comunicación
228014.673177531,3175705.27853539,464,0,-99,-86,-105,28 40 48N,017 46 60W,2013/11/16 00:00:00+00,"28,68000N","017,78333W",GPRS y GSM,Dificultad en la comunicación
228724.857410431,3172361.23283277,465,0,-59,-72,-84,28 38 60N,017 46 31W,2013/11/16 00:00:00+00,"28,65000N","017,77528W",GPRS y GSM,Nivel correcto
228022.094527804,3171360.84971069,466,0,-61,-81,-92,28 38 27N,017 46 56W,2013/11/16 00:00:00+00,"28,64083N","017,78222W",GPRS y GSM,Nivel correcto
228374.487243667,3170151.05267152,467,0,-74,-64,-89,28 37 48N,017 46 42W,2013/11/16 00:00:00+00,"28,63000N","017,77833W",GPRS y GSM,Nivel correcto
229265.269767205,3172225.44522386,468,0,-76,-82,-99,28 38 56N,017 46 11W,2013/11/17 00:00:00+00,"28,64889N","017,76972W",GPRS y GSM,Nivel correcto
230457.776765486,3170903.84375498,469,0,-76,-82,-99,28 38 14N,017 45 26W,2013/11/17 00:00:00+00,"28,63722N","017,75722W",GPRS y GSM,Nivel correcto
214264.361063769,3171227.22321565,470,0,-74,-79,-109,28 38 12N,017 55 22W,2013/11/25 00:00:00+00,"28,63667N","017,92278W",GPRS y GSM,Dificultad en la comunicación
214264.361063769,3171227.22321565,471,0,-74,-79,-104,28 38 12N,017 55 22W,2013/11/25 00:00:00+00,"28,63667N","017,92278W",GPRS y GSM,Nivel correcto
215936.088869899,3170662.60763846,472,0,-84,-69,-102,28 37 55N,017 54 20W,2013/11/24 00:00:00+00,"28,63194N","017,90556W",GPRS y GSM,Nivel correcto
216482.475145503,3170772.58506929,473,0,-79,-69,-104,28 37 59N,017 54 00W,2013/11/24 00:00:00+00,"28,63306N","017,90000W",GPRS y GSM,Nivel correcto
217462.064040158,3170810.4724404,474,0,-99,-79,-104,28 38 01N,017 53 24W,2013/11/24 00:00:00+00,"28,63361N","017,89000W",GPRS y GSM,Nivel correcto
218918.079915149,3170313.14959389,475,0,-94,-84,-104,28 37 46N,017 52 30W,2013/11/24 00:00:00+00,"28,62944N","017,87500W",GPRS y GSM,Nivel correcto
219665.714621183,3170880.61980645,476,0,-89,-79,-99,28 38 05N,017 52 03W,2013/11/24 00:00:00+00,"28,63472N","017,86750W",GPRS y GSM,Nivel correcto
220560.066884932,3170766.74927591,477,0,-76,-85,-94,28 38 02N,017 51 30W,2013/11/24 00:00:00+00,"28,63389N","017,85833W",GPRS y GSM,Nivel correcto
221536.670191685,3170681.79942291,478,0,-89,-95,-102,28 38 00N,017 50 54W,2013/11/25 00:00:00+00,"28,63333N","017,84833W",GPRS y GSM,Nivel correcto
223192.497002254,3170580.81511506,479,0,-58,-72,-94,28 37 58N,017 49 53W,2013/11/25 00:00:00+00,"28,63278N","017,83139W",GPRS y GSM,Nivel correcto
223192.497002254,3170580.81511506,480,0,-59,-74,-94,28 37 58N,017 49 53W,2013/11/25 00:00:00+00,"28,63278N","017,83139W",GPRS y GSM,Nivel correcto
225739.105624529,3170212.6308666,481,0,-104,-107,-114,28 37 48N,017 48 19W,2013/11/25 00:00:00+00,"28,63000N","017,80528W",no GPRS y no GSM,Nivel insuficiente
226718.630090522,3170251.29487292,482,0,-107,-111,-114,28 37 50N,017 47 43W,2013/11/25 00:00:00+00,"28,63056N","017,79528W",no GPRS y no GSM,Nivel insuficiente
227225.48898584,3169838.91284322,483,0,-84,-94,-102,28 37 37N,017 47 24W,2013/11/16 00:00:00+00,"28,62694N","017,79000W",GPRS y GSM,Nivel correcto
229108.755345943,3170164.8117034,485,0,-86,-94,-102,28 37 49N,017 46 15W,2013/11/16 00:00:00+00,"28,63028N","017,77083W",GPRS y GSM,Nivel correcto
230769.783440787,3169109.6996203,486,0,-74,-74,-102,28 37 16N,017 45 13W,2013/11/17 00:00:00+00,"28,62111N","017,75361W",GPRS y GSM,Nivel correcto
230263.921087571,3171925.03752722,487,0,-84,-74,-102,28 38 47N,017 45 34W,2013/11/17 00:00:00+00,"28,64639N","017,75944W",GPRS y GSM,Nivel correcto
214185.15536786,3170212.30018981,488,0,-89,-79,-104,28 37 39N,017 55 24W,2013/11/25 00:00:00+00,"28,62750N","017,92333W",GPRS y GSM,Nivel correcto
214185.15536786,3170212.30018981,489,0,-89,-79,-104,28 37 39N,017 55 24W,2013/11/25 00:00:00+00,"28,62750N","017,92333W",GPRS y GSM,Nivel correcto
214191.18330231,3170458.66440023,490,0,-84,-84,-112,28 37 47N,017 55 24W,2013/11/25 00:00:00+00,"28,62972N","017,92333W",GPRS y GSM,Dificultad en la comunicación
216124.264919225,3169456.30961479,491,0,-74,-82,-102,28 37 16N,017 54 12W,2013/11/24 00:00:00+00,"28,62111N","017,90333W",GPRS y GSM,Nivel correcto
217073.067242801,3169340.85858936,492,0,-84,-74,-112,28 37 13N,017 53 37W,2013/11/24 00:00:00+00,"28,62028N","017,89361W",GPRS y GSM,Dificultad en la comunicación
217871.484019576,3169752.93525355,493,0,-79,-64,-104,28 37 27N,017 53 08W,2013/11/24 00:00:00+00,"28,62417N","017,88556W",GPRS y GSM,Nivel correcto
220044.461789351,3169669.8534955,494,0,-89,-69,-92,28 37 26N,017 51 48W,2013/11/24 00:00:00+00,"28,62389N","017,86333W",GPRS y GSM,Nivel correcto
221179.77771569,3169396.20963552,495,0,-79,-84,-99,28 37 18N,017 51 06W,2013/11/24 00:00:00+00,"28,62167N","017,85167W",GPRS y GSM,Nivel correcto
222508.997704295,3169272.13340913,496,0,-99,-104,-106,28 37 15N,017 50 17W,2013/11/24 00:00:00+00,"28,62083N","017,83806W",no GPRS y dificultad GSM,Dificultad en la comunicación
222658.014164114,3169823.20419449,497,0,-94,-107,-109,28 37 33N,017 50 12W,2013/11/25 00:00:00+00,"28,62583N","017,83667W",no GPRS y dificultad GSM,Dificultad en la comunicación
225260.239006917,3168344.42120339,498,0,-99,-104,-114,28 36 47N,017 48 35W,2013/11/25 00:00:00+00,"28,61306N","017,80972W",no GPRS y dificultad GSM,Nivel insuficiente
225860.221448307,3168422.76696946,499,0,-104,-107,-114,28 36 50N,017 48 13W,2013/11/25 00:00:00+00,"28,61389N","017,80361W",no GPRS y no GSM,Nivel insuficiente
226661.205797988,3168958.59736279,500,0,-107,-104,-114,28 37 08N,017 47 44W,2013/11/17 00:00:00+00,"28,61889N","017,79556W",no GPRS y no GSM,Nivel insuficiente
227576.08155861,3172049.07537762,501,0,-84,-74,-106,28 38 49N,017 47 13W,2013/11/17 00:00:00+00,"28,64694N","017,78694W",GPRS y GSM,Dificultad en la comunicación
228449.551206759,3169872.01705832,502,0,-79,-86,-99,28 37 39N,017 46 39W,2013/11/17 00:00:00+00,"28,62750N","017,77750W",GPRS y GSM,Nivel correcto
228957.195835829,3169490.50961331,503,0,-74,-84,-102,28 37 27N,017 46 20W,2013/11/17 00:00:00+00,"28,62417N","017,77222W",GPRS y GSM,Nivel correcto
228847.10880314,3168260.66850982,504,0,-79,-61,-89,28 36 47N,017 46 23W,2013/11/17 00:00:00+00,"28,61306N","017,77306W",GPRS y GSM,Nivel correcto
229590.752752204,3168674.77781138,505,0,-61,-61,-89,28 37 01N,017 45 56W,2013/11/17 00:00:00+00,"28,61694N","017,76556W",GPRS y GSM,Nivel correcto
214400.341400185,3169005.29642949,506,0,-94,-84,-104,28 37 00N,017 55 15W,2013/11/25 00:00:00+00,"28,61667N","017,92083W",GPRS y GSM,Nivel correcto
214851.029410536,3168532.0860226,507,0,-94,-93,-109,28 36 45N,017 54 58W,2013/11/25 00:00:00+00,"28,61250N","017,91611W",GPRS y GSM,Dificultad en la comunicación
214417.490164987,3173041.50233111,508,0,-98,-89,-107,28 39 11N,017 55 18W,2013/11/25 00:00:00+00,"28,65306N","017,92167W",GPRS y GSM,Dificultad en la comunicación
215476.155560853,3172984.82827465,509,0,-87,-95,-99,28 39 10N,017 54 39W,2013/11/25 00:00:00+00,"28,65278N","017,91083W",GPRS y GSM,Nivel correcto
216344.669797294,3172932.87139198,510,0,-89,-92,-102,28 39 09N,017 54 07W,2013/11/25 00:00:00+00,"28,65250N","017,90194W",GPRS y GSM,Nivel correcto
218790.626038994,3168405.833878,511,0,-94,-84,-109,28 36 44N,017 52 33W,2013/11/24 00:00:00+00,"28,61222N","017,87583W",GPRS y GSM,Dificultad en la comunicación
218024.395969006,3172707.28561651,512,0,-99,-104,-107,28 39 03N,017 53 05W,2013/11/24 00:00:00+00,"28,65083N","017,88472W",no GPRS y dificultad GSM,Dificultad en la comunicación
218513.359670605,3172695.4820184,513,0,-104,-99,-109,28 39 03N,017 52 47W,2013/11/24 00:00:00+00,"28,65083N","017,87972W",no GPRS y dificultad GSM,Dificultad en la comunicación
221494.096861847,3168895.72366911,514,0,-74,-107,-107,28 37 02N,017 50 54W,2013/11/25 00:00:00+00,"28,61722N","017,84833W",no GPRS y dificultad GSM,Dificultad en la comunicación
222872.60890422,3168554.84014351,515,0,-104,-104,-114,28 36 52N,017 50 03W,2013/11/25 00:00:00+00,"28,61444N","017,83417W",no GPRS y no GSM,Nivel insuficiente
223267.817516507,3168021.68365921,516,0,-109,-104,-114,28 36 35N,017 49 48W,2013/11/25 00:00:00+00,"28,60972N","017,83000W",no GPRS y no GSM,Nivel insuficiente
223781.224223794,3167886.29740143,517,0,-105,-107,-114,28 36 31N,017 49 29W,2013/11/25 00:00:00+00,"28,60861N","017,82472W",no GPRS y no GSM,Nivel insuficiente
228583.251713621,3169776.48006999,518,0,-89,-69,-109,28 37 36N,017 46 34W,2013/11/17 00:00:00+00,"28,62667N","017,77611W",GPRS y GSM,Dificultad en la comunicación
228033.408911239,3169511.97568442,519,0,-79,-89,-102,28 37 27N,017 46 54W,2013/11/17 00:00:00+00,"28,62417N","017,78167W",GPRS y GSM,Nivel correcto
228875.685386435,3169492.40073332,520,0,-74,-89,-104,28 37 27N,017 46 23W,2013/11/17 00:00:00+00,"28,62417N","017,77306W",GPRS y GSM,Nivel correcto
229563.580823057,3168675.40649931,521,0,-79,-84,-99,28 37 01N,017 45 57W,2013/11/17 00:00:00+00,"28,61694N","017,76583W",GPRS y GSM,Nivel correcto
229359.755020619,3169265.50980798,522,0,-79,-79,-94,28 37 20N,017 46 05W,2013/11/17 00:00:00+00,"28,62222N","017,76806W",GPRS y GSM,Nivel correcto
214207.183259229,3167777.46371861,523,0,-74,-74,-104,28 36 20N,017 55 21W,2013/11/24 00:00:00+00,"28,60556N","017,92250W",GPRS y GSM,Nivel correcto
215113.773541164,3168155.91618979,524,0,-84,-84,-96,28 36 33N,017 54 48W,2013/11/25 00:00:00+00,"28,60917N","017,91333W",GPRS y GSM,Nivel correcto
216894.694411618,3167588.83102753,525,0,-79,-72,-102,28 36 16N,017 53 42W,2013/11/24 00:00:00+00,"28,60444N","017,89500W",GPRS y GSM,Nivel correcto
216656.389906946,3166731.83572699,526,0,-84,-74,-84,28 35 48N,017 53 50W,2013/11/24 00:00:00+00,"28,59667N","017,89722W",GPRS y GSM,Nivel correcto
218274.771772035,3167308.99762993,527,0,-94,-79,-104,28 36 08N,017 52 51W,2013/11/24 00:00:00+00,"28,60222N","017,88083W",GPRS y GSM,Nivel correcto
218708.865768458,3167267.73542323,528,0,-94,-78,-104,28 36 07N,017 52 35W,2013/11/24 00:00:00+00,"28,60194N","017,87639W",GPRS y GSM,Nivel correcto
220067.94426566,3169515.22939028,529,0,-98,-105,-109,28 37 21N,017 51 47W,2013/11/17 00:00:00+00,"28,62250N","017,86306W",no GPRS y dificultad GSM,Dificultad en la comunicación
221281.854532998,3169116.46688358,530,0,-97,-107,-106,28 37 09N,017 51 02W,2013/11/17 00:00:00+00,"28,61917N","017,85056W",no GPRS y dificultad GSM,Dificultad en la comunicación
222178.542763301,3169095.11512844,531,0,-99,-104,-109,28 37 09N,017 50 29W,2013/11/17 00:00:00+00,"28,61917N","017,84139W",no GPRS y dificultad GSM,Dificultad en la comunicación
223316.131459924,3168914.06934799,532,0,-107,-110,-114,28 37 04N,017 49 47W,2013/11/17 00:00:00+00,"28,61778N","017,82972W",no GPRS y no GSM,Nivel insuficiente
224268.620609429,3168953.18068192,533,0,-112,-104,-114,28 37 06N,017 49 12W,2013/11/17 00:00:00+00,"28,61833N","017,82000W",no GPRS y no GSM,Nivel insuficiente
225248.267394799,3168991.73019725,534,0,-104,-111,-114,28 37 08N,017 48 36W,2013/11/17 00:00:00+00,"28,61889N","017,81000W",no GPRS y no GSM,Nivel insuficiente
229251.930537451,3166957.2771145,536,0,-94,-79,-74,28 36 05N,017 46 07W,2013/11/17 00:00:00+00,"28,60139N","017,76861W",GPRS y GSM,Nivel correcto
228473.83551576,3167406.65483127,537,0,-84,-79,-74,28 36 19N,017 46 36W,2013/11/17 00:00:00+00,"28,60528N","017,77667W",GPRS y GSM,Nivel correcto
228735.558426677,3168140.01705967,538,0,-74,-74,-79,28 36 43N,017 46 27W,2013/11/17 00:00:00+00,"28,61194N","017,77417W",GPRS y GSM,Nivel correcto
230320.312600448,3167302.30550619,539,0,-74,-74,-79,28 36 17N,017 45 28W,2013/11/17 00:00:00+00,"28,60472N","017,75778W",GPRS y GSM,Nivel correcto
214691.241294458,3166440.65446471,540,0,-79,-84,-99,28 35 37N,017 55 02W,2013/11/24 00:00:00+00,"28,59361N","017,91722W",GPRS y GSM,Nivel correcto
214691.241294458,3166440.65446471,541,0,-79,-84,-99,28 35 37N,017 55 02W,2013/11/24 00:00:00+00,"28,59361N","017,91722W",GPRS y GSM,Nivel correcto
215586.458294525,3167466.51120704,542,0,-94,-79,-104,28 36 11N,017 54 30W,2013/11/24 00:00:00+00,"28,60306N","017,90833W",GPRS y GSM,Nivel correcto
216737.180676841,3166699.0658631,543,0,-84,-69,-89,28 35 47N,017 53 47W,2013/11/24 00:00:00+00,"28,59639N","017,89639W",GPRS y GSM,Nivel correcto
218326.642270801,3166075.24271822,544,0,-89,-84,-89,28 35 28N,017 52 48W,2013/11/24 00:00:00+00,"28,59111N","017,88000W",GPRS y GSM,Nivel correcto
219248.712962804,3167100.70068717,545,0,-79,-89,-107,28 36 02N,017 52 15W,2013/12/18 00:00:00+00,"28,60056N","017,87083W",GPRS y GSM,Dificultad en la comunicación
220138.199976108,3166771.26018605,546,0,-89,-84,-109,28 35 52N,017 51 42W,2013/12/18 00:00:00+00,"28,59778N","017,86167W",GPRS y GSM,Dificultad en la comunicación
221086.494045683,3166625.36139087,547,0,-104,-99,-106,28 35 48N,017 51 07W,2013/12/18 00:00:00+00,"28,59667N","017,85194W",no GPRS y dificultad GSM,Dificultad en la comunicación
222004.698287091,3166357.01027408,548,0,-89,-104,-109,28 35 40N,017 50 33W,2013/12/18 00:00:00+00,"28,59444N","017,84250W",no GPRS y dificultad GSM,Dificultad en la comunicación
223150.57384967,3166514.70380999,549,0,-110,-104,-114,28 35 46N,017 49 51W,2013/12/18 00:00:00+00,"28,59611N","017,83083W",no GPRS y no GSM,Nivel insuficiente
224459.552340795,3168979.4885611,550,0,-104,-104,-114,28 36 67N,017 49 05W,2013/11/17 00:00:00+00,"28,61861N","017,81806W",no GPRS y no GSM,Nivel insuficiente
225226.229446421,3166897.11321998,551,0,-104,-104,-114,28 36 00N,017 48 35W,2013/11/17 00:00:00+00,"28,60000N","017,80972W",no GPRS y no GSM,Nivel insuficiente
230313.143631972,3172878.99974137,552,0,-99,-95,-109,28 39 18N,017 45 33W,2013/11/17 00:00:00+00,"28,65500N","017,75917W",GPRS y GSM,Dificultad en la comunicación
230807.584017827,3174284.82423481,553,0,-104,-94,-111,28 40 04N,017 45 16W,2013/11/17 00:00:00+00,"28,66778N","017,75444W",no GPRS y dificultad GSM,Dificultad en la comunicación
228442.369870298,3167222.52601766,554,0,-74,-69,-96,28 36 13N,017 46 37W,2013/11/18 00:00:00+00,"28,60361N","017,77694W",GPRS y GSM,Nivel correcto
228940.768007413,3168782.26366734,555,0,-84,-89,-84,28 37 04N,017 46 20W,2013/11/17 00:00:00+00,"28,61778N","017,77222W",GPRS y GSM,Nivel correcto
230100.956167697,3166044.17903394,556,0,-84,-89,-84,28 35 36N,017 45 35W,2013/11/17 00:00:00+00,"28,59333N","017,75972W",GPRS y GSM,Nivel correcto
215410.115977306,3165806.87557018,557,0,-64,-74,-94,28 35 17N,017 54 35W,2013/11/24 00:00:00+00,"28,58806N","017,90972W",GPRS y GSM,Nivel correcto
215410.115977306,3165806.87557018,558,0,-64,-74,-94,28 35 17N,017 54 35W,2013/11/24 00:00:00+00,"28,58806N","017,90972W",GPRS y GSM,Nivel correcto
216599.047783275,3166609.97246177,559,0,-89,-59,-79,28 35 44N,017 53 52W,2013/11/24 00:00:00+00,"28,59556N","017,89778W",GPRS y GSM,Nivel correcto
216805.298779578,3166142.78166919,560,0,-59,-74,-89,28 35 29N,017 53 44W,2013/11/24 00:00:00+00,"28,59139N","017,89556W",GPRS y GSM,Nivel correcto
217740.090008781,3169940.98650752,561,0,-96,-84,-109,28 37 33N,017 53 13W,2013/11/24 00:00:00+00,"28,62583N","017,88694W",GPRS y GSM,Dificultad en la comunicación
217591.208589398,3170530.03163658,562,0,-89,-84,-99,28 37 52N,017 53 19W,2013/11/24 00:00:00+00,"28,63111N","017,88861W",GPRS y GSM,Nivel correcto
221778.572732787,3164852.61594438,563,0,-89,-84,-106,28 34 51N,017 50 40W,2013/11/24 00:00:00+00,"28,58083N","017,84444W",GPRS y GSM,Dificultad en la comunicación
224111.878448944,3164612.52082243,564,0,-104,-104,-113,28 34 45N,017 49 14W,2013/11/24 00:00:00+00,"28,57917N","017,82056W",no GPRS y no GSM,Nivel insuficiente
223469.226751995,3163888.21820469,565,0,-100,-106,-104,28 34 21N,017 49 37W,2013/11/18 00:00:00+00,"28,57250N","017,82694W",no GPRS y dificultad GSM,Nivel correcto
223605.874500212,3163915.80284839,566,0,-94,-104,-104,28 34 22N,017 49 32W,2013/11/18 00:00:00+00,"28,57278N","017,82556W",no GPRS y dificultad GSM,Nivel correcto
225320.632225984,3163967.88245447,567,0,-84,-82,-104,28 34 25N,017 48 29W,2013/11/18 00:00:00+00,"28,57361N","017,80806W",GPRS y GSM,Nivel correcto
228739.845833628,3168324.7768659,568,0,-84,-84,-102,28 36 49N,017 46 27W,2013/11/18 00:00:00+00,"28,61361N","017,77417W",GPRS y GSM,Nivel correcto
228650.464691012,3167987.9424521,569,0,-64,-79,-102,28 36 38N,017 46 30W,2013/11/17 00:00:00+00,"28,61056N","017,77500W",GPRS y GSM,Nivel correcto
228824.364479719,3164933.73958573,570,0,-69,-59,-94,28 34 59N,017 46 21W,2013/11/18 00:00:00+00,"28,58306N","017,77250W",GPRS y GSM,Nivel correcto
229226.271268709,3165848.72316472,571,0,-84,-82,-94,28 35 29N,017 46 07W,2013/11/18 00:00:00+00,"28,59139N","017,76861W",GPRS y GSM,Nivel correcto
229226.271268709,3165848.72316472,572,0,-84,-82,-94,28 35 29N,017 46 07W,2013/11/18 00:00:00+00,"28,59139N","017,76861W",GPRS y GSM,Nivel correcto
215794.651768186,3164842.31779712,573,0,-79,-84,-102,28 34 46N,017 54 20W,2013/11/24 00:00:00+00,"28,57944N","017,90556W",GPRS y GSM,Nivel correcto
215794.651768186,3164842.31779712,574,0,-79,-84,-102,28 34 46N,017 54 20W,2013/11/24 00:00:00+00,"28,57944N","017,90556W",GPRS y GSM,Nivel correcto
218149.468378636,3165494.06939868,575,0,-99,-99,-109,28 35 09N,017 52 54W,2013/11/24 00:00:00+00,"28,58583N","017,88167W",GPRS y GSM,Dificultad en la comunicación
213082.215311972,3176217.33358513,576,0,-89,-89,-109,28 40 53N,017 56 10W,2013/11/23 00:00:00+00,"28,68139N","017,93611W",GPRS y GSM,Dificultad en la comunicación
219304.234546093,3164880.88004927,577,0,-89,-89,-109,28 34 50N,017 52 11W,2013/11/23 00:00:00+00,"28,58056N","017,86972W",GPRS y GSM,Dificultad en la comunicación
219926.48721751,3164742.72583606,578,0,-89,-89,-109,28 34 46N,017 51 48W,2013/12/12 00:00:00+00,"28,57944N","017,86333W",GPRS y GSM,Dificultad en la comunicación
220476.026823166,3164976.08564862,579,0,-104,-104,-109,28 34 54N,017 51 28W,2013/12/12 00:00:00+00,"28,58167N","017,85778W",no GPRS y no GSM,Dificultad en la comunicación
222938.660037555,3164455.36317256,580,0,-104,-104,-107,28 34 39N,017 49 57W,2013/12/12 00:00:00+00,"28,57750N","017,83250W",no GPRS y no GSM,Dificultad en la comunicación
228506.730555144,3167652.3703221,581,0,-64,-69,-82,28 36 27N,017 46 35W,2013/11/18 00:00:00+00,"28,60750N","017,77639W",GPRS y GSM,Nivel correcto
224381.890386833,3163373.72608126,582,0,-64,-69,-84,28 34 05N,017 49 03W,2013/11/18 00:00:00+00,"28,56806N","017,81750W",GPRS y GSM,Nivel correcto
226657.659316444,3164152.26419526,583,0,-84,-74,-99,28 34 32N,017 47 40W,2013/11/18 00:00:00+00,"28,57556N","017,79444W",GPRS y GSM,Nivel correcto
229164.177321338,3164340.48890986,584,0,-59,-74,-89,28 34 40N,017 46 08W,2013/11/17 00:00:00+00,"28,57778N","017,76889W",GPRS y GSM,Nivel correcto
226384.092459652,3161755.45392237,585,0,-69,-64,-94,28 33 14N,017 47 48W,2013/11/18 00:00:00+00,"28,55389N","017,79667W",GPRS y GSM,Nivel correcto
229079.780641199,3164219.2033214,586,0,-64,-59,-94,28 34 36N,017 46 11W,2013/11/19 00:00:00+00,"28,57667N","017,76972W",GPRS y GSM,Nivel correcto
216538.636176261,3164115.57773412,587,0,-84,-99,-112,28 34 23N,017 53 52W,2013/11/24 00:00:00+00,"28,57306N","017,89778W",GPRS y GSM,Dificultad en la comunicación
218319.164326714,3171406.02593829,588,0,-109,-99,-114,28 38 21N,017 52 53W,2013/11/24 00:00:00+00,"28,63917N","017,88139W",no GPRS y dificultad GSM,Nivel insuficiente
220155.605573355,3161810.1089362,589,0,-84,-74,-109,28 33 11N,017 51 37W,2013/11/23 00:00:00+00,"28,55306N","017,86028W",GPRS y GSM,Dificultad en la comunicación
220363.572335518,3162544.62895293,590,0,-84,-74,-106,28 33 35N,017 51 30W,2013/11/23 00:00:00+00,"28,55972N","017,85833W",GPRS y GSM,Dificultad en la comunicación
220934.516973108,3162531.01448821,592,0,-101,-104,-114,28 33 35N,017 51 09W,2013/12/12 00:00:00+00,"28,55972N","017,85250W",no GPRS y dificultad GSM,Nivel insuficiente
221646.520611299,3162729.75614424,593,0,-104,-104,-114,28 33 42N,017 50 43W,2013/11/19 00:00:00+00,"28,56167N","017,84528W",no GPRS y no GSM,Nivel insuficiente
222407.761021494,3162711.6921785,594,0,-104,-104,-107,28 33 42N,017 50 15W,2013/11/19 00:00:00+00,"28,56167N","017,83750W",no GPRS y no GSM,Dificultad en la comunicación
225545.359067628,3160789.13505733,595,0,-92,-84,-105,28 32 42N,017 48 18W,2013/11/18 00:00:00+00,"28,54500N","017,80500W",GPRS y GSM,Dificultad en la comunicación
226244.706108983,3162775.44823246,596,0,-84,-84,-102,28 33 47N,017 47 54W,2013/11/18 00:00:00+00,"28,56306N","017,79833W",GPRS y GSM,Nivel correcto
226384.092459652,3161755.45392237,597,0,-64,-64,-99,28 33 14N,017 47 48W,2013/11/19 00:00:00+00,"28,55389N","017,79667W",GPRS y GSM,Nivel correcto
229155.628944636,3163970.97172634,598,0,-64,-64,-99,28 34 28N,017 46 08W,2013/11/19 00:00:00+00,"28,57444N","017,76889W",GPRS y GSM,Nivel correcto
229155.628944636,3163970.97172634,599,0,-84,-96,-109,28 34 28N,017 46 08W,2013/11/19 00:00:00+00,"28,57444N","017,76889W",GPRS y GSM,Dificultad en la comunicación
217624.728941878,3161778.38481525,600,0,-74,-99,-104,28 33 08N,017 53 10W,2013/11/24 00:00:00+00,"28,55222N","017,88611W",GPRS y GSM,Nivel correcto
217624.728941878,3161778.38481525,601,0,-74,-99,-104,28 33 08N,017 53 10W,2013/11/24 00:00:00+00,"28,55222N","017,88611W",GPRS y GSM,Nivel correcto
218451.729645935,3163360.73125521,602,0,-99,-99,-112,28 34 00N,017 52 41W,2013/11/23 00:00:00+00,"28,56667N","017,87806W",GPRS y GSM,Dificultad en la comunicación
217085.713238979,3163116.33503757,603,0,-104,-104,-114,28 33 51N,017 53 31W,2013/11/23 00:00:00+00,"28,56417N","017,89194W",no GPRS y no GSM,Nivel insuficiente
219916.051312998,3162031.51599405,604,0,-104,-104,-114,28 33 18N,017 51 46W,2013/11/23 00:00:00+00,"28,55500N","017,86278W",no GPRS y no GSM,Nivel insuficiente
220783.167224796,3161887.57410781,605,0,-86,-104,-114,28 33 14N,017 51 14W,2013/11/23 00:00:00+00,"28,55389N","017,85389W",no GPRS y dificultad GSM,Nivel insuficiente
221512.154967667,3161654.54561307,606,0,-86,-94,-114,28 33 07N,017 50 47W,2013/11/23 00:00:00+00,"28,55194N","017,84639W",GPRS y GSM,Nivel insuficiente
222333.682604281,3161881.54202293,607,0,-89,-74,-109,28 33 15N,017 50 17W,2013/11/23 00:00:00+00,"28,55417N","017,83806W",GPRS y GSM,Dificultad en la comunicación
225596.342888666,3161804.68458475,608,0,-89,-74,-94,28 33 15N,017 48 17W,2013/11/18 00:00:00+00,"28,55417N","017,80472W",GPRS y GSM,Nivel correcto
226248.149452115,3161758.62894323,609,0,-84,-74,-94,28 33 14N,017 47 53W,2013/11/18 00:00:00+00,"28,55389N","017,79806W",GPRS y GSM,Nivel correcto
224958.717825932,3161295.85353582,610,0,-84,-74,-99,28 32 58N,017 48 40W,2013/11/18 00:00:00+00,"28,54944N","017,81111W",GPRS y GSM,Nivel correcto
228269.380528506,3162112.11103231,611,0,-84,-74,-99,28 33 27N,017 46 39W,2013/11/18 00:00:00+00,"28,55750N","017,77750W",GPRS y GSM,Nivel correcto
217699.623250812,3161499.26724978,612,0,-84,-74,-109,28 32 59N,017 53 07W,2013/11/23 00:00:00+00,"28,54972N","017,88528W",GPRS y GSM,Dificultad en la comunicación
