Fondo;Descripción;Centro;Sección;Programa;Subconcep.;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea de Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Credito Inicial;Modifcaciones ;Crédito Definitivo ;Crédito Disponible ;Retenciones Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado;Pagos Real
;;1;97;17101;61921;2017/004159;2017/004159;PARQUE BREOGÁN. OBRAS DE ADECUACIÓN Y MEJORA;204;SALAMANCA;9;MEDIO AMBIENTE;0;PARQUES;;;;;;;101.278,00;-101.278,00;0;0;0;0;0;0;0;0
;;1;97;17101;61921;2017/004165;2017/004165;MEDIANA DE LA CALLE GINZO DE LIMIA. REMODELACIÓN;208;FUENCARRAL-EL PARDO;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;;;57.754,00;0;57.754,00;42.365,17;0;15.388,83;15.388,83;15.388,83;0;15.388,83
;;1;97;17101;61921;2017/004173;2017/004173;MEDIANA NTRA.SRA.DE LA VALVANERA Y PLAZA CENTRAL COLONIA LOYOLA. ACONDICIONAMIENTO;211;CARABANCHEL;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;;;35.306,00;0;35.306,00;6.534,12;0;28.771,88;28.771,88;28.771,88;0;28.771,88
;;1;97;17101;61921;2017/004180;2017/004180;JARDINES DEL CAMPO DEL TORO. REMODELACIÓN;213;PUENTE DE VALLECAS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;;;203.028,00;675.209,75;878.237,75;869.772,27;0;8.465,48;8.465,48;8.465,48;0;8.465,48
;;1;97;17101;61921;2017/004181;2017/004181;JARDINES DEL CAMPO DE LA PALOMA. REMODELACIÓN;213;PUENTE DE VALLECAS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;;;792.396,00;-8.464,36;783.931,64;17.733,13;0;766.198,51;766.198,51;766.197,94;0;742.708,46
;;1;97;17101;61921;2017/004187;2017/004187;CUBIERTA DE SAN LORENZO. REHABILITACIÓN  (RIEGO,  VALLAS, ANTIRRUIDO Y PLANTACIÓN );216;HORTALEZA;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;;;5.598,00;1.591,61;7.189,61;0;0;7.189,61;7.189,61;7.189,44;0;7.189,44
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17101;61921;2018/005204;2018/005204;IFS-ZONA VERDE PLAZA PADRE LLANOS. REHABILITACIÓN DE USOS;213;PUENTE DE VALLECAS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.288.769,54;1.288.769,54;0;0;1.288.769,54;872.430,32;840.923,45;0;463.257,05
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17101;61921;2018/005205;2018/005205;IFS-MARCAJE DE LA TRAZA URBANA DE MADRID DEL CAMINO DE SANTIAGO EN ZONAS VERDES;998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;4.840,00;4.840,00;0;0;4.840,00;4.840,00;4.840,00;0;4.840,00
4;SC Y CE FINANC. CON RTG;1;97;17101;61921;2017/004165;2017/004165;MEDIANA DE LA CALLE GINZO DE LIMIA. REMODELACIÓN;208;FUENCARRAL-EL PARDO;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;;;0;2.257,24;2.257,24;0;0;2.257,24;2.257,24;2.257,24;0;2.257,24
4;SC Y CE FINANC. CON RTG;1;97;17101;61921;2017/004180;2017/004180;JARDINES DEL CAMPO DEL TORO. REMODELACIÓN;213;PUENTE DE VALLECAS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;;;0;174.019,89;174.019,89;0;0;174.019,89;174.019,89;174.019,89;0;174.019,89
;;1;97;17101;61922;2017/004200;2017/004200;REPLANTACIÓN ARBOLADO VIARIO DISTRITOS CENTRO, TETUÁN, CHAMBERÍ, ARGUELLES Y ALEDAÑOS;998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;;;61.759,00;0;61.759,00;40.166,55;0;21.592,45;21.592,45;21.592,45;0;21.592,45
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17101;61922;2018/005186;2018/005186;IFS-REPLANTACIÓN ARBOLADO VIARIO EN LOS DISTRITOS DE BARAJAS Y SAN BLAS-CANILLEJAS (ID 17: 1220,3712);998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0;3.573,05;3.573,05;0;0;3.573,05;3.573,05;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17101;61922;2018/005187;2018/005187;IFS-REPLANTACIÓN ARBOLADO VIARIO EN EL DISTRITO DE CIUDAD LINEAL Y HORTALEZA;998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;14.455,95;14.455,95;0;0;14.455,95;14.455,95;0;0;0
4;SC Y CE FINANC. CON RTG;1;97;17101;61922;2017/004200;2017/004200;REPLANTACIÓN ARBOLADO VIARIO DISTRITOS CENTRO, TETUÁN, CHAMBERÍ, ARGUELLES Y ALEDAÑOS;998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;;;0;21.592,45;21.592,45;21.592,45;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;97;17101;61922;2019/004360;2019/004360;IFS-REPLANTACIÓN DE ARBOLADO VIARIO EN CIUDAD LINEAL Y HORTALEZA;998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.378.305,57;1.378.305,57;1,09;0;1.378.304,48;14.896,31;0;0;0
4;SC Y CE FINANC. CON RTG;1;97;17101;61922;2019/004361;2019/004361;IFS-REPLANTACIÓN DE ARBOLADO VIARIO EN BARAJAS Y SAN BLAS;998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;795.017,24;795.017,24;1,13;0;795.016,11;9.930,47;0;0;0
4;SC Y CE FINANC. CON RTG;1;97;17101;61999;2017/004146;2017/004146;ACTUACIONES DE ADECUACIÓN PUNTOS DE TOMA DE MUESTRA RED DE AGUA REGENERADA;998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;4;INSTALACIONES PARA LA DEPURACIÓN DEL AGUA;;;;;;;0;2.013,55;2.013,55;2.013,55;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17101;62200;2018/005227;2018/005227;IFS-PARQUE LINEAL DEL MANZANARES. EJECUCIÓN DE CANTÓN DE JARDINEROS;217;VILLAVERDE;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;406.940,00;406.940,00;0;0;406.940,00;379.940,00;371.909,88;0;371.768,71
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17101;62300;2018/001184;2018/001184;PARQUE QUINTA TORRE ARIAS. MAQUINARIA DE JARDINERÍA;220;SAN BLAS-CANILLEJAS;9;MEDIO AMBIENTE;0;PARQUES;;;;;;;0;21.084,25;21.084,25;0;0;21.084,25;21.084,25;21.084,25;0;21.084,25
4;SC Y CE FINANC. CON RTG;1;97;17101;62300;2019/003453;2019/003453;IFS-VEHÍCULOS Y GRAN MAQUINARIA PARA VIVEROS Y PARQUES. ADQUISICIÓN;998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;265.000,00;265.000,00;265.000,00;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17101;62302;2018/001187;2018/001187;EQUIPAMIENTO PARQUE QUINTA DE TORRE ARIAS;220;SAN BLAS-CANILLEJAS;9;MEDIO AMBIENTE;0;PARQUES;;;;;;;0;1.121,15;1.121,15;0;0;1.121,15;1.121,15;1.121,15;0;1.121,15
4;SC Y CE FINANC. CON RTG;1;97;17101;62400;2019/003453;2019/003453;IFS-VEHÍCULOS Y GRAN MAQUINARIA PARA VIVEROS Y PARQUES. ADQUISICIÓN;998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;185.000,00;185.000,00;185.000,00;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;97;17101;62400;2019/004314;2019/004314;IFS-ADQUISICIÓN DE VEHÍCULOS PARA LOS SERVICIOS DE JARDINERÍA EN PARQUES;209;MONCLOA-ARAVACA;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;300.000,00;300.000,00;300.000,00;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;97;17101;62600;2019/004312;2019/004312;IFS-SALÓN DE ACTOS ROSALEDA DEL PARQUE OESTE.SONORIZACIÓN, IMAGEN Y MEGAFONÍA;209;MONCLOA-ARAVACA;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;125.000,00;125.000,00;125.000,00;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17101;62999;2018/006536;2018/006536;IFS-PARQUE MADRID RÍO. INSTALACIÓN ESPACIOS EXPOSITIVOS DE LA NATURALEZA;202;ARGANZUELA;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;282.000,00;282.000,00;0;0;282.000,00;247.032,00;247.032,00;0;75.691,27
;;1;97;17101;63200;2019/000744;2019/000744;CASETA 1 DEL PARQUE DEL RETIRO. REMODELACIÓN;203;RETIRO;9;MEDIO AMBIENTE;0;PARQUES;;;;;;;0;18.138,00;18.138,00;0;0;18.138,00;18.138,00;18.138,00;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17101;63200;2018/005166;2018/005166;IFS-VIVERO CASA DE CAMPO. MEJORA Y ACONDICIONAMIENTO VESTUARIOS;209;MONCLOA-ARAVACA;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;18.029,00;18.029,00;0;0;18.029,00;18.029,00;18.029,00;0;18.029,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17101;63200;2018/005167;2018/005167;IFS-CASETAS Y CANTONES JARDINERÍA EN VARIOS DISTRITOS DE LA CIUDAD DE MADRID.ACONDICIONAMIENTO;998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;18.029,00;18.029,00;0;0;18.029,00;18.029,00;18.029,00;0;18.029,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17101;63300;2018/005164;2018/005164;IFS-ADQUISICIÓN DIVERSA MAQUINARIA PARA PARQUES Y VIVEROS;998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.293.946,50;1.293.946,50;532.802,19;0;761.144,31;543.863,22;543.859,66;0;543.859,66
4;SC Y CE FINANC. CON RTG;1;97;17101;63300;2019/004313;2019/004313;IFS-MAQUINARIA PARA PARQUES HISTÓRICOS Y VIVEROS DE LA CIUDAD DE MADRID;998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;150.000,00;150.000,00;150.000,00;0;0;0;0;0;0
;;1;97;17102;60920;2016/000833;2016/000833;PARQUE DE LA GAVIA, DISTRITO VILLA DE VALLECAS. OBRAS DE REHABILITACIÓN;218;VILLA DE VALLECAS;9;MEDIO AMBIENTE;0;PARQUES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;1.000.000,00;0;1.000.000,00;339.760,03;0;660.239,97;660.239,97;8.089,29;0;2.469,78
;;1;97;17102;60920;2019/009124;2019/009124;PARQUE FORESTAL / BIOSALUDABLE EN LAS TABLAS SUR. CONSTRUCCIÓN (ID: 10221);208;FUENCARRAL-EL PARDO;9;MEDIO AMBIENTE;0;PARQUES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;30.000,00;0;30.000,00;30.000,00;0;0;0;0;0;0
;;1;97;17102;60921;2019/009127;2019/009127;ZONA VERDE EN ORCASITAS, FRENTE CALLE DEVA, 8-10. CREACIÓN (ID: 10352);212;USERA;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;50.000,00;0;50.000,00;50.000,00;0;0;0;0;0;0
;;1;97;17102;60921;2019/009184;2019/009184;BOSQUE URBANO EN EL CAÑAVERAL, DISTRITO DE VICÁLVARO. PLANTACIÓN (ID: 12076);219;VICALVARO;9;MEDIO AMBIENTE;0;PARQUES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;40.000,00;0;40.000,00;40.000,00;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;97;17102;60921;2019/003821;2019/003821;IFS-ZONA VERDE EN ÁMBITO ESTADIO WANDA METROPOLITANO. AJARDINAMIENTO;220;SAN BLAS-CANILLEJAS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;745.000,00;745.000,00;3.101,37;0;741.898,63;28.998,63;0;0;0
4;SC Y CE FINANC. CON RTG;1;97;17102;60921;2019/004346;2019/004346;IFS-CREACION DE UNA ZONA SEMIFORESTAL ENTRE LA CALLE ESTOCOLMO Y LA M-40;220;SAN BLAS-CANILLEJAS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.490.000,00;1.490.000,00;1.490.000,00;0;0;0;0;0;0
;;1;97;17102;60922;2019/009079;2019/009079;MURO VERDE EN EL ENSANCHE DE VALLECAS LIMÍTROFE CON VALDEMINGOMEZ. PLANTACIÓN (ID: 8671);218;VILLA DE VALLECAS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;40.000,00;0;40.000,00;40.000,00;0;0;0;0;0;0
;;1;97;17102;60922;2019/009101;2019/009101;NUEVO ARBOLADO EN LAS CALLES DEL DISTRITO DE ARGANZUELA. PLANTACIÓN (ID: 9536);202;ARGANZUELA;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;20.000,00;0;20.000,00;20.000,00;0;0;0;0;0;0
;;1;97;17102;60922;2019/009107;2019/009107;NUEVO ARBOLADO EN LAS CALLES DEL DISTRITO DE CHAMBERÍ. PLANTACIÓN (ID: 9692);207;CHAMBERI;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;50.000,00;0;50.000,00;32.697,00;0;17.303,00;17.303,00;17.303,00;0;17.303,00
;;1;97;17102;60922;2019/009109;2019/009109;ÁRBOLES Y EN LA PLAZA DE FELIPE II. PLANTACIÓN (ID: 9815);204;SALAMANCA;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;25.079,00;0;25.079,00;25.079,00;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17102;61000;2017/000918;2017/010918;ACONDICIONAMIENTO PARCELAS PARA HUERTOS URBANOS DISTRITO CENTRO;201;CENTRO;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;;;0;503,55;503,55;0;0;503,55;503,55;503,55;0;503,55
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17102;61000;2017/000918;2017/020918;ACONDICIONAMIENTO PARCELAS PARA HUERTOS URBANOS DISTRITO ARGANZUELA;202;ARGANZUELA;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;;;0;1.352,37;1.352,37;0;0;1.352,37;1.352,37;1.352,37;0;1.352,37
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17102;61000;2017/000918;2017/050918;ACONDICIONAMIENTO PARCELAS PARA HUERTOS URBANOS DISTRITO MONCLOA-ARAVACA;209;MONCLOA-ARAVACA;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;;;0;629,45;629,45;0;0;629,45;629,45;629,45;0;629,45
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17102;61000;2017/000918;2017/060918;ACONDICIONAMIENTO PARCELAS PARA HUERTOS URBANOS DISTRITO CARABANCHEL;211;CARABANCHEL;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;;;0;824,68;824,68;0;0;824,68;824,68;824,68;0;824,68
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17102;61000;2017/000918;2017/100918;ACONDICIONAMIENTO PARCELAS PARA HUERTOS URBANOS DISTRITO VILLA DE VALLECAS;218;VILLA DE VALLECAS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;;;0;2.858,93;2.858,93;0;0;2.858,93;2.858,93;2.858,93;0;2.858,93
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17102;61000;2017/000918;2017/110918;ACONDICIONAMIENTO PARCELAS PARA HUERTOS URBANOS DISTRITO SAN BLAS-CANILLEJAS;220;SAN BLAS-CANILLEJAS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;;;;;;;0;142,37;142,37;0;0;142,37;142,37;142,37;0;142,37
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17102;61000;2018/005253;2018/005253;"IFS-HUERTOS URBANOS EN VARIOS DISTRITOS DE LA CIUDAD DE MADRID (ID 17: 2573;4052;4353,5560)";998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0;583.861,86;583.861,86;0;0;583.861,86;340.639,45;335.511,18;0;335.511,18
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17102;61000;2018/005993;2018/005993;IFS-ACONDICIONAMIENTO PARCELAS ZONAS VERDES IMPLANTACIÓN HUERTOS COMUNITARIOS (ID 17: 3619,5294);998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;1;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0;378.173,80;378.173,80;0;0;378.173,80;226.109,18;214.628,73;0;214.628,73
4;SC Y CE FINANC. CON RTG;1;97;17102;61000;2019/003556;2019/003556;IFS-HUERTOS URBANOS ECOLÓGICOS EN LA CIUDAD DE MADRID. ADAPTACIÓN (ID 18: 1614);998;VARIOS DISTRITOS;9;MEDIO AMBIENTE;7;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0;390.000,00;390.000,00;390.000,00;0;0;0;0;0;0
;;1;97;17102;61920;2017/004152;2017/004152;PARQUE CASINO DE LA REINA. REMODELACIÓN;201;CENTRO;9;MEDIO AMBIENTE;0;PARQUES;;;;;;;14.395,00;631.651,55;646.046,55;646,76;0;645.399,79;645.399,79;645.380,66;0;565.871,74
;;1;97;17102;61920;2017/007114;2017/007114;PARQUE C\JOAQUÍN MARÍA LÓPEZ CON ANDRÉS MELLADO Y GAZTAMBIDE. REMODELACIÓN (ID: 2239);207;CHAMBERI;9;MEDIO AMBIENTE;0;PARQUES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;154.089,00;141.377,45;295.466,45;0,81;0;295.465,64;295.465,64;295.465,63;0;295.465,63
;;1;97;17102;61920;2019/003890;2019/003890;PARQUE SAN ISIDRO. MEJORA Y ADECUACIÓN (ID 17: 3837);211;CARABANCHEL;9;MEDIO AMBIENTE;0;PARQUES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0;50.845,00;50.845,00;0,13;0;50.844,87;50.844,87;0;0;0
;;1;97;17102;61920;2019/009149;2019/009149;PARQUE EVA PERÓN. ADECUACIÓN ÁREAS INFANTILES E ILUMINACIÓN (ID: 11241);204;SALAMANCA;9;MEDIO AMBIENTE;0;PARQUES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;20.000,00;0;20.000,00;20.000,00;0;0;0;0;0;0
;;1;97;17102;61920;2019/009171;2019/009171;PARQUE DE LAS CRUCES. REHABILITACIÓN INTEGRAL (ID: 11756);211;CARABANCHEL;9;MEDIO AMBIENTE;0;PARQUES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;100.000,00;-100.000,00;0;0;0;0;0;0;0;0
;;1;97;17102;61920;2019/009182;2019/009182;PARQUE EN C/FERMÍN CABALLERO, 88, BARRIO DE PEÑAGRANDE. ADECUACIÓN (ID: 12060);208;FUENCARRAL-EL PARDO;9;MEDIO AMBIENTE;0;PARQUES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;40.000,00;-36.194,00;3.806,00;3.806,00;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17102;61920;2018/005221;2018/005221;IFS-PARQUE DE LA VICALVARADA. REHABILITACIÓN Y ORDENACIÓN DE USOS;219;VICALVARO;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.448.240,00;1.448.240,00;3.463,98;0;1.444.776,02;948.437,00;382.301,46;0;53.347,48
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17102;61920;2018/005978;2018/005978;IFS-PARQUE ENRIQUE TIERNO GALVÁN. RECUPERACIÓN (ID 17: 665);202;ARGANZUELA;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0;938.629,85;938.629,85;0;0;938.629,85;719.802,24;719.802,24;0;661.370,59
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17102;61920;2018/005991;2018/005991;IFS-PARQUE DE PRADOLONGO. REGENERACIÓN;212;USERA;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0;937.945,00;937.945,00;0;0;937.945,00;628.659,07;628.518,96;0;394.460,42
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17102;61920;2018/005992;2018/005992;IFS-PARQUE DE PLATA Y CASTAÑAR. REHABILITACIÓN;217;VILLAVERDE;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;17;FONDO REEQUILIBRIO TERRITORIAL;;;0;1.432.322,96;1.432.322,96;0;0;1.432.322,96;1.002.226,97;1.002.226,96;0;984.228,21
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;97;17102;61920;2018/008081;2018/008081;IFS-PARQUE DEL CERRO DEL TÍO PÍO. REMODELACIÓN (ID: 67);213;PUENTE DE VALLECAS;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0;1.308.688,33;1.308.688,33;0;0;1.308.688,33;858.919,32;397.468,18;0;199.356,68
4;SC Y CE FINANC. CON RTG;1;97;17102;61920;2017/007114;2017/007114;PARQUE C\JOAQUÍN MARÍA LÓPEZ CON ANDRÉS MELLADO Y GAZTAMBIDE. REMODELACIÓN (ID: 2239);207;CHAMBERI;9;MEDIO AMBIENTE;0;PARQUES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0;71.647,00;71.647,00;0;0;71.647,00;71.647,00;71.647,00;0;71.647,00
4;SC Y CE FINANC. CON RTG;1;97;17102;61920;2019/003546;2019/003546;IFS-PARQUE DEL PARAÍSO. OBRAS DE ADECUACIÓN Y MEJORA (ID 18: 409);220;SAN BLAS-CANILLEJAS;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0;500.000,00;500.000,00;488.510,12;0;11.489,88;11.489,88;0;0;0
4;SC Y CE FINANC. CON RTG;1;97;17102;61920;2019/003805;2019/003805;IFS-PARQUE ENRIQUE TIERNO GALVÁN. OBRAS DE MEJORA Y RECUPERACIÓN;202;ARGANZUELA;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;3.050.000,00;3.050.000,00;3.000.381,81;0;49.618,19;49.618,19;49.618,19;0;0
4;SC Y CE FINANC. CON RTG;1;97;17102;61920;2019/003807;2019/003807;"IFS-PARQUE ""Z""""Y PARQUES C/ FUENTE CARRANTONA. MEJORAS";214;MORATALAZ;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.817.000,00;1.817.000,00;1.775.257,43;0;41.742,57;41.742,57;0;0;0
4;SC Y CE FINANC. CON RTG;1;97;17102;61920;2019/003812;2019/003812;IFS-PARQUE FORESTAL DE VICÁLVARO. MEJORA DE CAMINOS E INSTALACIÓN DE HIDRANTES;219;VICALVARO;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.399.100,00;1.399.100,00;144.588,60;0;1.254.511,40;821.716,54;0;0;0
4;SC Y CE FINANC. CON RTG;1;97;17102;61920;2019/003820;2019/003820;IFS-PARQUE CUÑA VERDE DE LATINA. REHABILITACIÓN INTEGRAL;210;LATINA;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;805.000,00;805.000,00;647,14;0;804.352,86;24.999,14;0;0;0
4;SC Y CE FINANC. CON RTG;1;97;17102;61920;2019/003822;2019/003822;IFS-REFORMA PARQUE ISABEL CLARA EUGENIA Y CREACIÓN ÁREA CANINA EN PARQUE ALFREDO KRAUS;216;HORTALEZA;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;655.000,00;655.000,00;62.294,39;0;592.705,61;25.996,40;0;0;0
4;SC Y CE FINANC. CON RTG;1;97;17102;61920;2019/003824;2019/003824;IFS-PARQUE FÉLIX RODRÍGUEZ DE LA FUENTE. MEJORA;205;CHAMARTIN;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;530.000,00;530.000,00;515.040,02;0;14.959,98;14.959,98;14.959,98;0;0
4;SC Y CE FINANC. CON RTG;1;97;17102;61920;2019/003826;2019/003826;IFS-PARQUE EL CRUCE, VILLAVERDE. REMODELACIÓN;217;VILLAVERDE;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;518.000,00;518.000,00;0,02;0;517.999,98;17.999,98;0;0;0
4;SC Y CE FINANC. CON RTG;1;97;17102;61920;2019/003890;2019/003890;IFS-PARQUE SAN ISIDRO. MEJORA Y ADECUACIÓN (ID 17: 3837);211;CARABANCHEL;9;MEDIO AMBIENTE;0;PARQUES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0;3.300.000,00;3.300.000,00;3.300.000,00;0;0;0;0;0;0
